시설물명,위도,경도,도로안전표지,도로적색표면,무단횡단방지펜스,무인교통단속카메라,보호구역표지판,생활안전CCTV,신호등,옐로카펫,횡단보도,어린이 비율(%),발생건수,structure_risk
서당초등학교,37.374602,127.134587,0.1524443100318895,-0.4331308800742489,1.8223343926629327,0.2280996954310509,0.397403214365252,-0.2791860437828,-0.3703385931096312,0.2260727461504749,0.1168851375999606,0.4559076663892836,0,-0.8650602248156253
성남정자초등학교,37.374517,127.104912,-0.664427087120122,-0.6030330485011642,-1.0942505389289665,0.2280996954310509,-1.6316253863291237,-2.908092736192868,-0.9612158989699418,0.2260727461504749,-0.7129993393597598,0.0886335584840252,0,0.7957994724125208
양영초등학교,37.37466,127.140091,-0.2559913885441162,0.5862821304872429,1.2189030275059882,-0.5000874003977321,1.2829158754962575,0.3295115223173138,-1.2566545519000971,0.2260727461504749,-0.2980571008798995,0.4559076663892836,0,-1.3650386168091406
초림초등학교,37.376826,127.117592,-1.4812984842721335,-1.2826417222088256,-0.9936786447361424,-0.5000874003977321,-0.0473804340655768,-0.2791860437828,-0.6657772460397865,0.2260727461504749,-1.5428838163194802,1.312029523852358,0,-1.3890632343369491
판교대장초등학교,37.368279,127.069713,-1.4812984842721335,1.0959886357679889,1.6211906042772846,0.2280996954310509,1.5947078483405737,0.7103258713040115,1.697731977401456,-1.4571511212534125,-1.5428838163194802,1.7932016646999858,0,0.295506842424179
미래유치원,37.452885,127.150066,-0.664427087120122,0.7561842989141582,-0.2896753853863736,1.1455069396219677,0.7477552344816044,0.2419749459989004,0.2205387127506794,1.210695588900589,-0.7129993393597598,-0.9545805443213992,0,-0.22556226226960194
성체유치원,37.439656,127.137203,-0.2559913885441162,-1.1127395537819105,-0.4908191737720218,0.2280996954310509,0.0754911248445833,1.3793806190327005,-0.6657772460397865,-1.4571511212534125,-0.7129993393597598,-1.646130775665628,3,-1.065082330252492
신흥성모유치원,37.449077,127.143242,3.0114942000639298,0.7561842989141582,0.9171873449275156,1.1455069396219677,1.2829158754962575,1.960176924675687,0.5159773656808347,0.2260727461504749,2.191596329999262,-0.2801682914239202,3,-0.9943233915186599
은솔유치원,37.467824,127.138154,-1.4812984842721335,0.4163799620603275,-1.496538115700263,1.1455069396219677,-1.0737519613502355,-0.1614435623833238,0.2205387127506794,-1.4571511212534125,-1.5428838163194802,1.3601792024364738,0,2.256350389450254
위례새초롱유치원,37.469683,127.147866,-1.4812984842721335,1.265890804194904,1.118331133313164,0.2280996954310509,1.339124895697536,-0.1614435623833238,0.5159773656808347,1.210695588900589,-1.5428838163194802,1.3601792024364738,0,1.4226372427774692
위례하늘유치원,37.467037,127.151134,-1.4812984842721335,-0.4331308800742489,-0.4908191737720218,-0.5000874003977321,-0.1800918277984541,-0.6907505775823833,-0.0748999401794758,-1.4571511212534125,-1.5428838163194802,1.3601792024364738,0,-1.0705876540228745
은서유치원,37.443605,127.134977,0.5608800086078953,-0.0933265432204183,-0.3902472795791977,0.7447566621379961,1.339124895697536,1.3793806190327005,0.5159773656808347,1.210695588900589,0.5318273760798209,-1.5450480132614453,3,-0.8505028081631977
예원유치원,37.435032,127.143201,0.5608800086078953,0.4163799620603275,-0.4908191737720218,0.2280996954310509,0.1898818095027166,0.1497044163407634,-0.0748999401794758,0.2260727461504749,0.5318273760798209,-1.483371439749995,0,-1.6138985951654101
다솜유치원,37.447962,127.163685,-0.2559913885441162,0.9260864673410736,-0.591391067964846,-0.5000874003977321,0.6668607860605149,1.332621828752187,-0.3703385931096312,0.2260727461504749,-0.2980571008798995,-0.0063688930671178,0,1.0070912009448525
도촌유치원,37.413897,127.149775,0.5608800086078953,-0.6030330485011642,0.3137559797705711,-0.5000874003977321,-0.8523559374354752,-0.2791860437828,-0.0748999401794758,-1.4571511212534125,0.5318273760798209,0.4636998269585539,0,0.5677072738175896
아름다운유치원,37.367591,127.125773,-0.2559913885441162,-0.6030330485011642,-0.6919629621576701,-0.5000874003977321,-1.0737519613502355,-0.1614435623833238,1.1068546715411454,1.210695588900589,-0.2980571008798995,1.312029523852358,0,1.2984721538353183
분당중앙유치원,37.373451,127.141671,0.1524443100318895,0.9260864673410736,1.2189030275059882,0.7447566621379961,1.5947078483405737,0.4921668348290401,-0.9612158989699418,1.210695588900589,0.1168851375999606,0.4559076663892836,0,0.3116498408945758
