연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자
1634.0,경기도 성남시,분당구,분당동,분당분당-A-1,분당동 102번지,선지봉로 3 (분당동),2008,5.0,37.374913,127.144531,2025-11-12
1635.0,경기도 성남시,분당구,분당동,분당분당-A-2,분당동 114번지,선지봉로7번길 4 (분당동),2008,5.0,37.370527,127.146472,2025-11-12
1636.0,경기도 성남시,분당구,분당동,분당분당-A-3,분당동 195-1번지,서현로439번길 27 (분당동),2008,5.0,37.369555,127.1475,2025-11-12
1637.0,경기도 성남시,분당구,분당동,분당분당-A-4,분당동 124번지,분당로311번길 10-3 (분당동),2008,3.0,37.369265,127.146561,2025-11-12
1638.0,경기도 성남시,분당구,분당동,분당분당-A-5,분당동 149-1번지,예원로 22 (분당동),2008,5.0,37.367136,127.144242,2025-11-12
1639.0,경기도 성남시,분당구,분당동,분당분당-A-6,분당동 168-16번지,예원로6번길 32 (분당동),2008,5.0,37.367206,127.141518,2025-11-12
1640.0,경기도 성남시,분당구,분당동,분당분당-A-7,분당동 173-1번지,서현로429번길 30 (분당동),2008,5.0,37.365951,127.141864,2025-11-12
1641.0,경기도 성남시,분당구,분당동,분당분당-A-8,분당동 180-2번지,,2008,4.0,37.36556,127.142113,2025-11-12
1642.0,경기도 성남시,분당구,분당동,분당분당-A-9,분당동 106-6번지,,2009,4.0,37.37635,127.14575,2025-11-12
1643.0,경기도 성남시,분당구,분당동,분당분당-A-10,분당동 162번지,"예원로 7 (분당동, 동아빌라)",2009,5.0,37.36757,127.142692,2025-11-12
1644.0,경기도 성남시,분당구,분당동,분당분당-A-11,분당동 51-8번지,,2010,5.0,37.369731,127.134393,2025-11-12
1645.0,경기도 성남시,분당구,분당동,분당분당-A-12,분당동 57-10번지,,2011,5.0,37.368545,127.135027,2025-11-12
1646.0,경기도 성남시,분당구,분당동,분당분당-A-13,분당동 108-1번지,,2011,5.0,37.376555,127.144799,2025-11-12
1647.0,경기도 성남시,분당구,분당동,분당분당-A-14,분당동 194-3번지,,2012,5.0,37.372592,127.143017,2025-11-12
1648.0,경기도 성남시,분당구,분당동,분당분당-A-15,분당동 88번지,분당로 196 (분당동),2012,5.0,37.369442,127.143579,2025-11-12
1649.0,경기도 성남시,분당구,분당동,분당분당-A-16,분당동 45번지,장안로14번길 37 (분당동),2013,4.0,37.371001,127.133519,2025-11-12
1650.0,경기도 성남시,분당구,분당동,분당분당-A-17,분당동 89번지,서현로421번길 6 (분당동),2013,4.0,37.370698,127.141045,2025-11-12
1651.0,경기도 성남시,분당구,분당동,분당분당-A-18,분당동 179번지,,2013,5.0,37.36555,127.14133,2025-11-12
1652.0,경기도 성남시,분당구,분당동,분당분당-A-19,분당동 160-10,분당로381번길 5-2 (분당동),45383,4.0,37.368442,127.141602,2025-11-12
1653.0,경기도 성남시,분당구,분당동,분당분당-A-20,분당동 91번지,장안로52번길 3 (분당동),2013,3.0,37.37161,127.1439,2025-11-12
1654.0,경기도 성남시,분당구,분당동,분당분당-A-21,분당동 36번지,"서현로478번길 25 (분당동, 두앙노빌리티)",2013,3.0,37.373896,127.131934,2025-11-12
1655.0,경기도 성남시,분당구,분당동,분당분당-A-22,분당동 146-15번지,분당로327번길 2 (분당동),2013,4.0,37.367951,127.145312,2025-11-12
1656.0,경기도 성남시,분당구,분당동,분당분당-A-23,분당동 100-5번지,,2013,5.0,37.374731,127.143649,2025-11-12
1657.0,경기도 성남시,분당구,분당동,분당분당-A-24,분당동 37번지,"수내로 201 (분당동, 샛별마을삼부아파트)",2014,5.0,37.371993,127.130253,2025-11-12
1658.0,경기도 성남시,분당구,분당동,분당분당-A-25,분당동 127-8번지,"장안로25번길 28 (분당동, 건영아파트)",2014,5.0,37.368801,127.147048,2025-11-12
1659.0,경기도 성남시,분당구,분당동,분당분당-A-26,분당동 118-1번지,장안로26번길 12 (분당동),2014,5.0,37.370927,127.144664,2025-11-12
1660.0,경기도 성남시,분당구,분당동,분당분당-A-27,분당동 139번지,장안로56번길 32 (분당동),2014,4.0,37.36975,127.14453,2025-11-12
1661.0,경기도 성남시,분당구,분당동,분당분당-A-28,분당동 151-8번지,,2014,5.0,37.366427,127.142928,2025-11-12
1662.0,경기도 성남시,분당구,분당동,분당분당-A-29,분당동 28-5번지,분당로327번길 12 (분당동),2014,4.0,37.374195,127.150717,2025-11-12
1663.0,경기도 성남시,분당구,분당동,분당분당-A-30,분당동 39번지,분당로 355-2 (분당동),2014,5.0,37.37048,127.12748,2025-11-12
1664.0,경기도 성남시,분당구,분당동,분당분당-A-31,분당동 67번지,,2014,5.0,37.370762,127.140028,2025-11-12
1665.0,경기도 성남시,분당구,분당동,분당분당-A-32,분당동 156번지,서현로478번길 3 (분당동),2014,6.0,37.368716,127.143462,2025-11-12
1666.0,경기도 성남시,분당구,분당동,분당분당-A-33,분당동 120-6번지,서현로494번길 20 (분당동),2015,5.0,37.36856,127.14573,2025-11-12
1667.0,경기도 성남시,분당구,분당동,분당분당-A-34,분당동 198-1번지,분당로381번길 14 (분당동),2015,7.0,37.374314,127.143363,2025-11-12
1668.0,경기도 성남시,분당구,분당동,분당분당-A-35,분당동 153-15번지,장안로62번길 38 (분당동),2016,3.0,37.3671,127.14304,2025-11-12
1669.0,경기도 성남시,분당구,분당동,분당분당-A-36,분당동 147-3번지,선지봉로16번길 6 (분당동),2016,4.0,37.36745,127.14534,2025-11-12
1670.0,경기도 성남시,분당구,분당동,분당분당-A-37,분당동 64-1번지,서현로439번길 13 (분당동),2016,3.0,37.36847,127.13341,2025-11-12
1671.0,경기도 성남시,분당구,분당동,분당분당-A-38,분당동 129-16번지,선지봉로20번길 10 (분당동),2017-08,4.0,37.37077,127.1472,2025-11-12
1672.0,경기도 성남시,분당구,분당동,분당분당-A-39,분당동 119-4번지,선지봉로6번길 12 (분당동),2017-08,4.0,37.36957,127.14558,2025-11-12
1673.0,경기도 성남시,분당구,분당동,분당분당-A-40,분당동 121-10번지,분당로311번길 10-6 (분당동),2017-08,5.0,37.3689,127.14631,2025-11-12
1674.0,경기도 성남시,분당구,분당동,분당분당-A-41,분당동 126-3번지,,2018-07,4.0,37.36855,127.14653,2025-11-12
1675.0,경기도 성남시,분당구,분당동,분당분당-A-42,분당동 177-8번지,서현로 429번길 18,2018-07,4.0,37.36526,127.14092,2025-11-12
1676.0,경기도 성남시,분당구,분당동,분당분당-A-43,분당동 103-9번지,장안로 51번길 10,2018-07,4.0,37.37496,127.1459,2025-11-12
1677.0,경기도 성남시,분당구,분당동,분당분당-A-44,분당동 183-7번지,불정로 308,2019-09,3.0,37.36516,127.1402,2025-11-12
1678.0,경기도 성남시,분당구,분당동,분당분당-A-45,분당동 172-7번지,장안로 4번길1,2019-09,4.0,37.36653,127.1409,2025-11-12
1679.0,경기도 성남시,분당구,분당동,분당분당-A-46,분당동 167-6번지,분당로311번길 12,2019-09,5.0,37.36728,127.14306,2025-11-12
1680.0,경기도 성남시,분당구,분당동,분당분당-A-47,분당동 193-1번지,장안로4번길 1-6,2019-12,5.0,37.36913,127.13921,2025-11-12
1681.0,경기도 성남시,분당구,분당동,분당분당-A-48,분당동 105-1,,2020-07,4.0,37.375558,127.144712,2025-11-12
1682.0,경기도 성남시,분당구,분당동,분당분당-A-49,분당동 194-3,,2020-07,4.0,37.372373,127.143127,2025-11-12
1683.0,경기도 성남시,분당구,분당동,분당분당-A-50,분당동 41,,2020-07,3.0,37.370126,127.130453,2025-11-12
1684.0,경기도 성남시,분당구,분당동,분당분당-A-51,분당동 165-8,예원로36번길 17,2020-07,4.0,37.367804,127.140871,2025-11-12
1685.0,경기도 성남시,분당구,분당동,분당분당-A-52,분당동 163,분당로 271,2020-12,5.0,37.367873,127.142208,2025-11-12
1686.0,경기도 성남시,분당구,분당동,분당분당-A-53,분당동 166-4,장안로56번길 3-2,2021-06,4.0,37.368084,127.141405,2025-11-12
1687.0,경기도 성남시,분당구,분당동,분당분당-A-54,분당동 124번지,예원로6번길 61,2021-06,5.0,37.369529,127.146442,2025-11-12
1688.0,경기도 성남시,분당구,분당동,분당분당-A-55,분당동 37,장안로25번길 28,2022-06,5.0,37.37149,127.13067,2025-11-12
1689.0,경기도 성남시,분당구,분당동,분당분당-A-56,분당동 37,,2022-06,6.0,37.3731,127.1289,2025-11-12
1690.0,경기도 성남시,분당구,분당동,분당분당-A-57,분당동 189-10,분당로 271,2022-08,4.0,37.390302,127.025003,2025-11-12
1691.0,경기도 성남시,분당구,분당동,분당분당-A-58,분당동 72,문정로 145,2023-11,3.0,37.370171,127.138168,2025-11-12
1692.0,경기도 성남시,분당구,분당동,분당분당-A-59,분당동 115-7,문정로 145,2023-11,4.0,37.371136,127.146061,2025-11-12
1693.0,경기도 성남시,분당구,분당동,분당분당-A-60,분당동 62-1,문정로 145,2023-08,4.0,37.368375,127.137022,2025-11-12
1694.0,경기도 성남시,분당구,분당동,분당분당-A-61,분당동 67,,2023-08,5.0,37.3713,127.140606,2025-11-12
1695.0,경기도 성남시,분당구,분당동,분당분당-A-62,분당동 200-1,장안로4번길 2,2023-11,4.0,37.372901,127.143736,2025-11-12
1697.0,경기도 성남시,분당구,분당동,분당분당-A-64,분당동 101,"내정로 185 (수내동, 양지마을청구아파트)",2024-10,3.0,37.375022,127.143684,2025-11-12
1698.0,경기도 성남시,분당구,분당동,분당분당-A-65,분당동 101,,2024-10,4.0,37.375298,127.144554,2025-11-12
1699.0,경기도 성남시,분당구,분당동,분당분당-A-66,분당동 101,,2024-10,5.0,37.375364,127.144097,2025-11-12
1700.0,경기도 성남시,분당구,분당동,분당분당-A-67,분당동 99-8,수내로90번길 26 (수내동),2024-10,5.0,37.374316,127.145696,2025-11-12
1701.0,경기도 성남시,분당구,분당동,분당분당-A-68,분당동 170-7,수내로46번길 26 (수내동),2024-10,4.0,37.367767,127.140464,2025-11-12
1702.0,경기도 성남시,분당구,분당동,분당분당-A-69,분당동 167-9,,2024-10,3.0,37.367244,127.142422,2025-11-12
1703.0,경기도 성남시,분당구,수내1동,분당수내1-A-1,수내1동 36번지,황새울로 287 (수내동),2009,4.0,37.377394,127.120057,2025-11-12
1704.0,경기도 성남시,분당구,수내1동,분당수내1-A-2,수내1동 31번지,백현로101번길 11 (수내동),2009,5.0,37.375544,127.117485,2025-11-12
1705.0,경기도 성남시,분당구,수내1동,분당수내1-A-3,수내1동 26번지,,2009,5.0,37.3746,127.116869,2025-11-12
1706.0,경기도 성남시,분당구,수내1동,분당수내1-A-4,수내1동 35번지,수내로90번길 26 (수내동),2012,5.0,37.375966,127.117738,2025-11-12
1707.0,경기도 성남시,분당구,수내1동,분당수내1-A-5,수내1동 8-8번지,"내정로165번길 35 (수내동, 양지마을한양아파트)",2012,5.0,37.379213,127.115368,2025-11-12
1708.0,경기도 성남시,분당구,수내1동,분당수내1-A-6,수내1동 2번지,분당수서로 554 (수내동),2013,5.0,37.382114,127.119415,2025-11-12
1709.0,경기도 성남시,분당구,수내1동,분당수내1-A-7,수내1동 42번지,황새울로240번길 10-5 (수내동),2013,4.0,37.38392,127.11892,2025-11-12
1710.0,경기도 성남시,분당구,수내1동,분당수내1-A-8,수내1동 20-6번지,,2013,5.0,37.376731,127.111951,2025-11-12
1711.0,경기도 성남시,분당구,수내1동,분당수내1-A-9,수내1동 39-1번지,황새울로258번길 43 (수내동),2014,5.0,37.373129,127.115116,2025-11-12
1712.0,경기도 성남시,분당구,수내1동,분당수내1-A-10,수내1동 35번지,백현로 101번길 22,2015,4.0,37.37667,127.11891,2025-11-12
1713.0,경기도 성남시,분당구,수내1동,분당수내1-A-11,수내1동 24번지(지하보도),,2015,2.0,37.373073,127.114931,2025-11-12
1714.0,경기도 성남시,분당구,수내1동,분당수내1-A-12,수내1동 50-7번지(지하보도),,2015,2.0,37.38094,127.110814,2025-11-12
1715.0,경기도 성남시,분당구,수내1동,분당수내1-A-13,수내1동 12-3번지,,2016,4.0,37.37918,127.11455,2025-11-12
1716.0,경기도 성남시,분당구,수내1동,분당수내1-A-14,수내1동 15-1번지,,2017-12,4.0,37.37791,127.11496,2025-11-12
1717.0,경기도 성남시,분당구,수내1동,분당수내1-A-15,수내1동 6-9번지,황새울로200번길 22,2017-12,4.0,37.37827,127.1151,2025-11-12
1718.0,경기도 성남시,분당구,수내1동,분당수내1-A-16,수내1동 19-1,황새울로287번길,2020-07,5.0,37.377587,127.113133,2025-11-12
1719.0,경기도 성남시,분당구,수내1동,분당수내1-A-17,수내1동 43,검지 한대는 공원 휀스에 설치 됨,2020-07,5.0,37.382071,127.116058,2025-11-12
1720.0,경기도 성남시,분당구,수내1동,분당수내1-A-18,수내1동 45,,2020-07,5.0,37.382929,127.115013,2025-11-12
1721.0,경기도 성남시,분당구,수내1동,분당수내1-A-19,수내1동 47,,2020-07,5.0,37.37732,127.110021,2025-11-12
1722.0,경기도 성남시,분당구,수내1동,분당수내1-A-20,수내1동 49-2,내정로165번길 31,2020-07,5.0,37.378036,127.10925,2025-11-12
1723.0,경기도 성남시,분당구,수내1동,분당수내1-A-21,수내1동 16-10,내정로165번길 6,2020-07,4.0,37.375951,127.112655,2025-11-12
1724.0,경기도 성남시,분당구,수내1동,분당수내1-A-22,수내1동 42,,2020-07,5.0,37.383595,127.118613,2025-11-12
1725.0,경기도 성남시,분당구,수내1동,분당수내1-A-23,수내동 49-1,,2020-06,4.0,37.383191,127.114101,2025-11-12
1726.0,경기도 성남시,분당구,수내1동,분당수내1-A-24,수내동 49-1,,2020-06,4.0,37.382643,127.1137,2025-11-12
1727.0,경기도 성남시,분당구,수내1동,분당수내1-A-25,수내동 49-1,,2020-06,4.0,37.382409,127.113932,2025-11-12
1728.0,경기도 성남시,분당구,수내1동,분당수내1-A-26,수내동 25,,2020-12,5.0,37.375676,127.116644,2025-11-12
1729.0,경기도 성남시,분당구,수내1동,분당수내1-A-27,수내동 28-3,,2021-06,4.0,37.37406,127.118718,2025-11-12
1730.0,경기도 성남시,분당구,수내1동,분당수내1-A-28,수내1동 8-1,,2022-08,5.0,37.380329,127.116892,2025-11-12
1731.0,경기도 성남시,분당구,수내1동,분당수내1-A-29,수내1동 32,,2022-08,5.0,37.377291,127.116309,2025-11-12
1732.0,경기도 성남시,분당구,수내1동,분당수내1-A-30,수내1동 36,,2022-08,5.0,37.374601,127.119337,2025-11-12
1733.0,경기도 성남시,분당구,수내1동,분당수내1-A-31,수내1동 44,,2022-10,5.0,37.379045,127.112012,2025-11-12
1734.0,경기도 성남시,분당구,수내1동,분당수내1-A-32,수내1동 44,,2022-10,4.0,37.38281,127.117664,2025-11-12
1735.0,경기도 성남시,분당구,수내1동,분당수내1-A-33,수내1동 44,,2022-10,4.0,37.381561,127.118396,2025-11-12
1736.0,경기도 성남시,분당구,수내1동,분당수내1-A-34,수내1동 44,,2022-10,4.0,37.380362,127.119613,2025-11-12
1737.0,경기도 성남시,분당구,수내1동,분당수내1-A-35,수내1동 39-1,,2023-11,3.0,37.373641,127.116781,2025-11-12
1738.0,경기도 성남시,분당구,수내1동,분당수내1-A-36,수내1동 47,,2023-08,5.0,37.380252,127.114081,2025-11-12
1739.0,경기도 성남시,분당구,수내1동,분당수내1-A-37,수내1동 15-1,,2023-11,5.0,37.377777,127.114565,2025-11-12
1740.0,경기도 성남시,분당구,수내1동,분당수내1-A-38,수내1동 40-6,,2023-08,5.0,37.379561,127.113271,2025-11-12
1741.0,경기도 성남시,분당구,수내1동,분당수내1-A-39,수내1동 40-3,,2023-08,5.0,37.38094,127.117564,2025-11-12
1742.0,경기도 성남시,분당구,수내1동,분당수내1-A-40,수내1동 40-4,백현로 197 (수내동),45383,3.0,37.377281,127.115047,2025-11-12
1743.0,경기도 성남시,분당구,수내1동,분당수내1-A-41,수내1동 40-4,,45383,3.0,37.377965,127.115256,2025-11-12
1744.0,경기도 성남시,분당구,수내1동,분당수내1-A-42,수내1동 49-1,내정로174번길 19 (수내동),2024-05,3.0,37.382006,127.113409,2025-11-12
1745.0,경기도 성남시,분당구,수내1동,분당수내1-A-43,수내1동 49-1,내정로174번길 6 (수내동),2024-05,3.0,37.38175,127.113171,2025-11-12
1746.0,경기도 성남시,분당구,수내1동,분당수내1-A-44,수내1동 49-1,성남대로 550 (수내동),2024-05,3.0,37.381266,127.112713,2025-11-12
1747.0,경기도 성남시,분당구,수내1동,분당수내1-A-45,수내1동 49-1,"내정로174번길 42 (수내동, 파크타운서안아파트)",2024-05,3.0,37.380969,127.112233,2025-11-12
1748.0,경기도 성남시,분당구,수내2동,분당수내2-A-1,수내2동 64번지,성남대로 550 (수내동),2009,5.0,37.371158,127.11958,2025-11-12
1749.0,경기도 성남시,분당구,수내2동,분당수내2-A-2,수내2동 62번지,내정로166번길 5 (수내동),2009,5.0,37.37196,127.12154,2025-11-12
1750.0,경기도 성남시,분당구,수내2동,분당수내2-A-3,수내2동 57번지,내정로174번길 19 (수내동),2009,5.0,37.372957,127.122067,2025-11-12
1751.0,경기도 성남시,분당구,수내2동,분당수내2-A-4,수내2동 58-5번지,"내정로 152 (수내동, 파크타운롯데아파트)",2009,4.0,37.373511,127.120202,2025-11-12
1752.0,경기도 성남시,분당구,수내2동,분당수내2-A-5,수내2동 65번지,내정로166번길 19,2010,5.0,37.372868,127.126591,2025-11-12
1753.0,경기도 성남시,분당구,수내2동,분당수내2-A-6,수내2동 53번지,내정로174번길 19 (수내동),2012,4.0,37.370956,127.122821,2025-11-12
1754.0,경기도 성남시,분당구,수내2동,분당수내2-A-7,수내2동 65번지,내정로 186,2013,3.0,37.380928,127.120219,2025-11-12
1755.0,경기도 성남시,분당구,수내2동,분당수내2-A-8,수내2동 58-3번지,,2014,4.0,37.37291,127.11975,2025-11-12
1756.0,경기도 성남시,분당구,수내2동,분당수내2-A-9,수내2동 57번지,,2015,5.0,37.37269,127.12148,2025-11-12
1757.0,경기도 성남시,분당구,수내2동,분당수내2-A-10,수내2동 55번지(지하보도),,2015,2.0,37.370349,127.118212,2025-11-12
1758.0,경기도 성남시,분당구,수내2동,분당수내2-A-11,수내2동 60,,2020-12,4.0,37.372099,127.120855,2025-11-12
1759.0,경기도 성남시,분당구,수내2동,분당수내2-A-12,수내2동 57번지,,2021-06,4.0,37.373162,127.122579,2025-11-12
1760.0,경기도 성남시,분당구,수내2동,분당수내2-A-13,수내2동 51번지,,2021-06,5.0,37.374605,127.121004,2025-11-12
1761.0,경기도 성남시,분당구,수내2동,분당수내2-A-14,수내2동 65,,2021-12,4.0,37.37988,127.12127,2025-11-12
1762.0,경기도 성남시,분당구,수내2동,분당수내2-A-15,수내2동 65,,2021-12,4.0,37.3797,127.12027,2025-11-12
1763.0,경기도 성남시,분당구,수내2동,분당수내2-A-16,수내2동 65,,2021-12,4.0,37.37586,127.12236,2025-11-12
1764.0,경기도 성남시,분당구,수내2동,분당수내2-A-17,수내2동 65,,2021-12,5.0,37.37586,127.12403,2025-11-12
1765.0,경기도 성남시,분당구,수내2동,분당수내2-A-18,수내2동 65,,2021-12,5.0,37.37464,127.12379,2025-11-12
1766.0,경기도 성남시,분당구,수내2동,분당수내2-A-19,수내2동 67-1,,2022-06,5.0,37.3722,127.122062,2025-11-12
1767.0,경기도 성남시,분당구,수내2동,분당수내2-A-20,수내2동 55,,2022-08,4.0,37.372616,127.118041,2025-11-12
1768.0,경기도 성남시,분당구,수내2동,분당수내2-A-21,수내2동 65,,2022-08,5.0,37.380374,127.120051,2025-11-12
1769.0,경기도 성남시,분당구,수내2동,분당수내2-A-22,수내2동 65,,2022-08,5.0,37.379728,127.122802,2025-11-12
1770.0,경기도 성남시,분당구,수내2동,분당수내2-A-23,수내2동 65,,2022-08,6.0,37.375513,127.123168,2025-11-12
1771.0,경기도 성남시,분당구,수내2동,분당수내2-A-24,수내2동 70,,2022-10,4.0,37.375349,127.122874,2025-11-12
1772.0,경기도 성남시,분당구,수내2동,분당수내2-A-25,수내2동 70,,2022-10,4.0,37.373943,127.125598,2025-11-12
1773.0,경기도 성남시,분당구,수내2동,분당수내2-A-26,수내2동 70,성남대로 550,2022-10,4.0,37.374576,127.126982,2025-11-12
1774.0,경기도 성남시,분당구,수내2동,분당수내2-A-27,수내2동 66,,2023-11,6.0,37.374381,127.127217,2025-11-12
1775.0,경기도 성남시,분당구,수내2동,분당수내2-A-28,수내2동 67-1,발이봉로 17 (수내동),2023-08,5.0,37.373304,127.123847,2025-11-12
1776.0,경기도 성남시,분당구,수내2동,분당수내2-A-29,수내2동 68-1,발이봉북로 29 (수내동),2023-08,4.0,37.370299,127.118403,2025-11-12
1777.0,경기도 성남시,분당구,수내2동,분당수내2-A-30,수내2동 65,발이봉남로12번길 4 (수내동),45383,4.0,37.381252,127.121042,2025-11-12
1778.0,경기도 성남시,분당구,수내2동,분당수내2-A-31,수내2동 66,발이봉로 17 (수내동),45383,5.0,37.372504,127.125928,2025-11-12
1779.0,경기도 성남시,분당구,수내2동,분당수내2-A-32,수내동 65,,2024-10,4.0,37.380604,127.120761,2025-11-12
1780.0,경기도 성남시,분당구,수내3동,분당수내3-A-1,수내3동 127번지,백현로243번길 12 (수내동),2009,3.0,37.368511,127.125042,2025-11-12
1781.0,경기도 성남시,분당구,수내3동,분당수내3-A-2,수내3동 110번지,발이봉북로 47 (수내동),2009,5.0,37.36475,127.12822,2025-11-12
1782.0,경기도 성남시,분당구,수내3동,분당수내3-A-3,수내3동 114-18번지,불정로 260 (수내동),2009,6.0,37.364812,127.129513,2025-11-12
1783.0,경기도 성남시,분당구,수내3동,분당수내3-A-4,수내3동 101-5번지,돌마로366번길 8 (수내동),2009,5.0,37.364834,127.126405,2025-11-12
1784.0,경기도 성남시,분당구,수내3동,분당수내3-A-5,수내3동 110번지,발이봉북로35번길 16 (수내동),2009,5.0,37.36514,127.12752,2025-11-12
1785.0,경기도 성남시,분당구,수내3동,분당수내3-A-6,수내3동 109-1번지,수내로192번길 12 (수내동),2013,4.0,37.36295,127.12834,2025-11-12
1786.0,경기도 성남시,분당구,수내3동,분당수내3-A-7,수내3동 81번지,,2013,3.0,37.36779,127.12503,2025-11-12
1787.0,경기도 성남시,분당구,수내3동,분당수내3-A-8,수내3동 116-9번지,불정로 288 (수내동),2013,3.0,37.363881,127.131127,2025-11-12
1788.0,경기도 성남시,분당구,수내3동,분당수내3-A-9,수내3동 88-5번지,,2013,4.0,37.366713,127.127648,2025-11-12
1789.0,경기도 성남시,분당구,수내3동,분당수내3-A-10,수내3동 75번지,발이봉로 42 (수내동),2014,5.0,37.369266,127.123376,2025-11-12
1790.0,경기도 성남시,분당구,수내3동,분당수내3-A-11,수내3동 118-11번지,발이봉북로49번길 13 (수내동),2015,4.0,37.36539,127.13104,2025-11-12
1791.0,경기도 성남시,분당구,수내3동,분당수내3-A-12,수내3동 78번지,발이봉남로31번길 2 (수내동),2016,4.0,37.3704,127.12721,2025-11-12
1792.0,경기도 성남시,분당구,수내3동,분당수내3-A-13,수내3동 127번지,,2016,4.0,37.3689,127.12509,2025-11-12
1793.0,경기도 성남시,분당구,수내3동,분당수내3-A-14,수내3동 164-3번지,,2017-12,5.0,37.36909,127.12885,2025-11-12
1794.0,경기도 성남시,분당구,수내3동,분당수내3-A-15,수내3동 125-3번지,발이봉남로35번길 9-1 (수내동),2017-12,5.0,37.36572,127.12697,2025-11-12
1795.0,경기도 성남시,분당구,수내3동,분당수내3-A-16,수내3동 109-9번지,발이봉북로27번길12,2018-07,3.0,37.36329,127.12954,2025-11-12
1796.0,경기도 성남시,분당구,수내3동,분당수내3-A-17,수내3동 118-7번지,발이봉북로24번길 6,2018-07,3.0,37.365,127.13169,2025-11-12
1797.0,경기도 성남시,분당구,수내3동,분당수내3-A-18,수내3동 107-1번지,발이봉남로16번길 12,2018-07,4.0,37.36349,127.12769,2025-11-12
1798.0,경기도 성남시,분당구,수내3동,분당수내3-A-19,수내3동 124-2번지,돌마로 364,2019-09,4.0,37.36721,127.12284,2025-11-12
1799.0,경기도 성남시,분당구,수내3동,분당수내3-A-20,수내3동 155-4번지,발이봉북로 15,2019-09,3.0,37.3682,127.12868,2025-11-12
1800.0,경기도 성남시,분당구,수내3동,분당수내3-A-21,수내3동 107-9번지,발이봉남로4번길 12,2019-09,4.0,37.36385,127.12892,2025-11-12
1801.0,경기도 성남시,분당구,수내3동,분당수내3-A-22,수내3동 114-9,,2020-07,3.0,37.365798,127.130181,2025-11-12
1802.0,경기도 성남시,분당구,수내3동,분당수내3-A-23,수내3동 112-4,,2020-07,5.0,37.36504,127.128635,2025-11-12
1803.0,경기도 성남시,분당구,수내3동,분당수내3-A-24,수내3동 102-10,발이봉북로31번길 12,2020-07,3.0,37.363809,127.126323,2025-11-12
1804.0,경기도 성남시,분당구,수내3동,분당수내3-A-25,수내3동 79-2,,2020-07,6.0,37.369939,127.124113,2025-11-12
1805.0,경기도 성남시,분당구,수내4동,분당수내3-A-26,수내3동 113-1,,2020-12,4.0,37.365693,127.128473,2025-11-12
1806.0,경기도 성남시,분당구,수내3동,분당수내3-A-27,수내3동 99,방이봉남로25번길8-4,2021-06,4.0,37.364811,127.124939,2025-11-12
1807.0,경기도 성남시,분당구,수내3동,분당수내3-A-28,수내3동 123-2,백현로243번길,2021-10,8.0,37.36974,127.12629,2025-11-12
1808.0,경기도 성남시,분당구,수내3동,분당수내3-A-29,수내3동 83-2,발이봉남로8번길5,2022-06,4.0,37.36757,127.12676,2025-11-12
1809.0,경기도 성남시,분당구,수내3동,분당수내3-A-30,수내3동 115-9,,2022-08,4.0,37.365496,127.130491,2025-11-12
1810.0,경기도 성남시,분당구,수내3동,분당수내3-A-31,수내3동 130-2,,2023-11,4.0,37.364458,127.125923,2025-11-12
1811.0,경기도 성남시,분당구,수내3동,분당수내3-A-32,수내3동 155-4,내정로119번길 2 (정자동),2023-11,4.0,37.367581,127.130048,2025-11-12
1812.0,경기도 성남시,분당구,수내3동,분당수내3-A-33,수내3동 105-3,황새울로12번길 12 (정자동),2023-08,5.0,37.364267,127.127748,2025-11-12
1813.0,경기도 성남시,분당구,수내3동,분당수내3-A-34,수내3동 124-2,내정로7번길 18 (정자동),2023-08,5.0,37.366698,127.126923,2025-11-12
1814.0,경기도 성남시,분당구,수내3동,분당수내3-A-35,수내3동 101-1,,2023-08,4.0,37.37735,127.11348,2025-11-12
1815.0,경기도 성남시,분당구,수내3동,분당수내3-A-36,수내3동 130-4,백현로144번길 29-6,2023-11,4.0,37.365098,127.124721,2025-11-12
1816.0,경기도 성남시,분당구,수내3동,분당수내3-A-37,수내동 129-9,백현로144번길 26 (정자동),2024-10,4.0,37.363952,127.127356,2025-11-12
1817.0,경기도 성남시,분당구,정자동,분당정자-A-1,정자동 52번지,,2009,5.0,37.370991,127.114946,2025-11-12
1818.0,경기도 성남시,분당구,정자동,분당정자-A-2,정자동 143-1번지,내정로113번길 12 (정자동),2009,5.0,37.361015,127.111358,2025-11-12
1819.0,경기도 성남시,분당구,정자동,분당정자-A-3,정자동 145번지,황새울로 74 (정자동),2009,5.0,37.361186,127.112518,2025-11-12
1820.0,경기도 성남시,분당구,정자동,분당정자-A-4,정자동 91-1번지,금곡로 298 (정자동),2009,5.0,37.366279,127.11179,2025-11-12
1821.0,경기도 성남시,분당구,정자동,분당정자-A-5,정자동 39-4,황새울로132번길 16-1 (정자동),2021-06,4.0,37.371409,127.112423,2025-11-12
1822.0,경기도 성남시,분당구,정자동,분당정자-A-6,정자동 76번지,,2009,5.0,37.371259,127.111824,2025-11-12
1823.0,경기도 성남시,분당구,정자동,분당정자-A-7,정자동 100-3번지,"느티로 70 (정자동, 느티마을3,4단지)",2012,4.0,37.36163,127.10793,2025-11-12
