시설물명,시설유형,위도,경도
교산청사1,공공청사,37.53347690106608,127.21918233951747
교산청사2,공공청사,37.5191767989825,127.19686647546288
교산청사3,공공청사,37.50251060169237,127.19478287419685
교산청사4,공공청사,37.52507070614324,127.19807332275887
교산청사5,공공청사,37.51474546734466,127.20374613456023
교산청사6,공공청사,37.51422972496332,127.19971254060631
교산청사7,공공청사,37.52120260449242,127.19297357579892
교산청사8,공공청사,37.5029112748825,127.1939506491102
교산청사9,공공청사,37.496930817316205,127.19109424129569
